establishment_name|company_name|state|establishment_type|size|annual_average_employees|total_hours_worked|ein|filter_list_company_name|stripped_company_name|company_name_multiple_match
Harness Roofing HS|Harness Roofing, Inc.|AR|1.00|2.00|46.00|26778.00|710654212|'Harness Roofing Inc.'|harness roofing|false
Harness Roofing SD|Harness Roofing, Inc.|AR|1.00|2.00|69.00|40166.00|710654212|'Harness Roofing Inc.'|harness roofing|false
Harness Roofing FS|Harness Roofing, Inc.|AR|1.00|2.00|43.00|25031.00|710654212|'Harness Roofing Inc.'|harness roofing|false
Harness Roofing LR|Harness Roofing, Inc.|AR|1.00|2.00|27.00|15717.00|710654212|'Harness Roofing Inc.'|harness roofing|false
Harness Roofing TS|Harness Roofing, Inc.|OK|1.00|2.00|38.00|20473.00|710654212|'Harness Roofing Inc.'|harness roofing|false
Harness Roofing MN|Harness Roofing Inc.|LA|1.00|1.00|8.00|4929.00|710654212|'Harness Roofing Inc.'|harness roofing|false
Paving & Grading|Delta Contracting Company LLC|TN|1.00|2.00|88.00|176804.00|204291579|'Delta Contracting Services Inc.'|delta contracting|false
The Brewer Company|The Brewer Company|WI|1.00|2.00|125.00|214644.00|391979518|'The Brewer Co.'|the brewer|false
McCarthy Building Companies - West Georgia Technical College|McCarthy Building Companies|GA|2.00|1.00|20.00|48608.00||'McCarthy Building Companies'|mccarthy building companies|false
McCarthy Building Companies, Inc. - Southern Region Atlanta Office|McCarthy Building Companies, Inc|GA|1.00|2.00|68.00|156122.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
KP - Crescent Center Atlanta|McCarthy Building Companies|GA|1.00|1.00|11.00|24847.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Holt Roofing Company|Holt Roofing Company|OH|1.00|2.00|19.00|29704.00|341283297|'Holt Roofing Co. Inc.'|holt roofing|false
North Central Insulation|North Central Insulation|OH|1.00|2.00|94.00|195520.00|341521877|'North Central Insulation'|north central insulation|false
HMHSL MOB4 & Garage|McCarthy Building Companies|TX|1.00|1.00|12.00|2697.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Rio Roofing, Inc.|Rio Roofing, Inc.|TX|1.00|2.00|43.00|90130.00|742427440|'Rio Roofing', 'Rio Roofing Inc.'|rio roofing|true
Ismaili Center Houston|McCarthy Building Companies|TX|1.00|2.00|20.00|9091.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
TCH Austin Main Project|McCarthy Building Companies|TX|1.00|2.00|70.00|88495.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
McCarthy Building Companies - Houston Office|McCarthy Building Companies|TX|1.00|2.00|61.00|125928.00||'McCarthy Building Companies'|mccarthy building companies|false
01-MAG-CHANTILLY|ECS MID-ATLANTIC, LLC|VA|1.00|3.00|236.00|458559.00|201067637|'ECS Mid-Atlantic LLC'|ecs mid-atlantic|false
Restoration Services Inc.|Restoration Services Inc.|TX|1.00|2.00|126.00|147381.00|760044493|'Restoration Services Inc.'|restoration|false
JR Roofing, LLC|JR Roofing, LLC|IA|1.00|1.00|8.00|12876.00|263983582|'JR Roofing, LLC'|jr roofing|false
Midwest Coating, Inc.|Midwest Coating, Inc.|KS|1.00|2.00|38.00|80323.00|480896503|'Midwest Coating Inc.'|midwest coating|false
Progressive Roofing Inc|Progressive Roofing Inc|NY|1.00|2.00|30.00|31618.00|161064150|'Progressive Roofing', 'Progressive Roofing Inc.', 'Progressive Roofing Services'|progressive roofing|true
Midland Engineering|Midland Engineering|IN|1.00|2.00|149.00|283533.00|350152415|'Midland Engineering Co. Inc.'|midland engineering|false
Unilock New York Inc. Boston Division|Unilock|MA|1.00|2.00|59.00|115186.00|980103212|'Unilock'|unilock|false
TMJ Construction Services|TMJ Construction Services|IA|1.00|2.00|19.00|46743.00|542149654|'TMJ Construction Services LLC'|tmj|false
RSI of Florida, LLC|RSI of Florida, LLC|FL|1.00|2.00|41.00|93327.00|592574965|'RSI of Florida Inc.'|rsi of florida|false
Pinnacle Roofing, Inc./Roofing Construction|Pinnacle Roofing, Inc.|NY|1.00|2.00|45.00|49392.00|200593022|'Pinnacle Roofing'|pinnacle roofing|false
TeamCraft Roofing, Inc.|TeamCraft Roofing, Inc.|NC|1.00|3.00|309.00|819009.00|561986226|'TeamCraft Roofing Inc.'|teamcraft roofing|false
Mid Illinois Concrete & Excavation, Inc.|Mid Illinois Concrete & Excavation, Inc|IL|1.00|2.00|58.00|90810.00|452487164|'Mid Illinois Concrete & Excavation, Inc.'|mid illinois concrete & excavation|false
Fleetwood Metal Industries|Precision Partners|AL|1.00|2.00|188.00|353204.00||'Precision Construction Services'|precision|false
American Building Systems LLC.|American Building Systems LLC|NV|1.00|2.00|98.00|192423.00|463600668|'American Building Contractors Inc'|american building|false
Cedar Bayou|NRG|TX|1.00|2.00|66.00|134329.00||'NRG Construction LLC'|nrg|false
CertainTeed Jonesburg|CertainTeed|MO|1.00|2.00|146.00|359465.00|232510893|'CertainTeed LLC'|certainteed|false
Bell Roof Co|Bell Roof Co|CA|1.00|2.00|26.00|44951.00|951620634|'Bell Roof Co.'|bell roof|false
American Refrigeration Supplies, Inc.|Kitchell|AZ|1.00|2.00|237.00|498894.00|860067585|'Kitchell Contractors'|kitchell|false
Kitchell Contractors, Inc. - California|Kitchell|CA|1.00|2.00|49.00|109457.00|860091708|'Kitchell Contractors'|kitchell|false
Kitchell CEM, Inc.|Kitchell|CA|1.00|2.00|291.00|562929.00|860358697|'Kitchell Contractors'|kitchell|false
Hardison/Downey Construction|Kitchell|AZ|1.00|2.00|163.00|397576.00|860511329|'Kitchell Contractors'|kitchell|false
Kitchell Contractors, Inc. of Arizona|Kitchell|AZ|1.00|3.00|258.00|492606.00|860542011|'Kitchell Contractors'|kitchell|false
Kitchell Corporation|Kitchell Corporation|AZ|1.00|3.00|827.00|2181530.00|860181400|'Kitchell Contractors'|kitchell|false
Unilock Chicago|Unilock Inc.|IL|1.00|2.00|134.00|310562.00|363480878|'Unilock'|unilock|false
GreenWood, Inc. - Altivia|GreenWood, Inc.|WV|1.00|2.00|10.00|19268.00|570967122|'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc. - Bosch-Rexroth|GreenWood, Inc.|SC|1.00|1.00|3.00|4406.00|570967122|'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc.- Caterpiller|GreenWood, Inc.|GA|1.00|2.00|49.00|92835.00|570967122|'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc.- Dow (South Charleston)|GreenWood, Inc.|WV|1.00|2.00|79.00|152937.00|570967122|'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc.- Eaton Aerospace Group|GreenWood|SC|1.00|1.00|7.00|12156.00|570967122|'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc. - Fuji (Medical|GreenWood, Inc.|SC|1.00|1.00|1.00|1948.00|570967122|'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc.- Fuji Film|GreenWood, Inc.|IL|1.00|2.00|41.00|80523.00|570967122|'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc.- Fujifilm|GreenWood, Inc.|SC|1.00|2.00|37.00|64403.00|570967122|'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc. - GE Aviation|GreenWood, Inc.|AL|1.00|1.00|17.00|31650.00|570967122|'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc. - GE Durham|GreenWood, Inc.|NC|1.00|2.00|1.00|1373.00|570967122|'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc.- GE Piedmont|GreenWood, Inc.|SC|1.00|1.00|13.00|23990.00|570967122|'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc. - GE Gas Turbine|GreenWood, Inc.|SC|1.00|1.00|25.00|45649.00|570967122|'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc.- Greer - West Projects|GreenWood, Inc.|SC|1.00|1.00|5.00|9067.00|570967122|'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc. -   Home Office|GreenWood, Inc.|SC|1.00|1.00|14.00|27204.00|570967122|'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc. - Honeywell|GreenWood, Inc.|SC|1.00|2.00|23.00|41950.00|570967122|'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc. - Kureha|GreenWood, Inc.|WV|1.00|1.00|13.00|23154.00|570967122|'Greenwood Industries Inc.'|greenwood|false
Morgan Advanced Materials|GreenWood, Inc.|GA|1.00|2.00|41.00|80716.00|570967122|'Greenwood Industries Inc.'|greenwood|false
Wm. Kramer & Son, Inc|Wm. Kramer & Son, Inc|OH|1.00|2.00|71.00|121089.00|310787481|'Wm. Kramer & Son Inc.'|wm. kramer & son|false
GreenWood, Inc.-  Mitsubishi|GreenWood, Inc.|SC|1.00|2.00|36.00|63769.00|570967122|'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc.- Optima|GreenWood, Inc.|WV|1.00|1.00|2.00|3667.00|570967122|'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc.- Standard Aero|GreenWood, Inc.|GA|1.00|1.00|4.00|6258.00|570967122|'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc.- Solvay|GreenWood, Inc.|GA|1.00|2.00|40.00|74984.00|570967122|'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc. - Toyota|GreenWood, Inc.|WV|1.00|2.00|29.00|52993.00|570967122|'Greenwood Industries Inc.'|greenwood|false
Phinney Industrial Roofing, Inc.|Phinney Industrial Roofing, Inc.|OH|1.00|2.00|28.00|50757.00|341478040|'Phinney Industrial Roofing Inc.'|phinney industrial roofing|false
Elens & Maichin Roofing & Sheet Metal, Inc.|Elens & Maichin Roofing & Sheet Metal, Inc.|IL|1.00|2.00|34.00|61547.00|362807358|'Elens & Maichin Roofing & Sheet Metal Inc.'|elens & maichin roofing & sheet metal|false
GreenWood, Inc.|GreenWood, Inc.|SC|1.00|3.00|719.00|1353877.00|570967122|'Greenwood Industries Inc.'|greenwood|false
Tallmadge Plant|Owens Corning|OH|1.00|2.00|70.00|153539.00||'Owens Corning'|owens corning|false
GreenWood, Inc. - ZF Transmission|GreenWood, Inc.|SC|1.00|2.00|37.00|67007.00|570967122|'Greenwood Industries Inc.'|greenwood|false
Bone Dry Roofing - Athens|Bone Dry Roofing|GA|1.00|2.00|58.00|133941.00|861081716|'Bone Dry Roofing', 'Bone Dry Roofing Co.', 'Bone Dry Roofing Company', 'Bone Dry Roofing Inc.'|bone dry roofing|true
GreenWood, Inc. -  Merck|GreenWood, Inc.|VA|1.00|2.00|119.00|233474.00|570967122|'Greenwood Industries Inc.'|greenwood|false
Owens Corning Savannah Roofing and Asphalt|Owens Corning|GA|1.00|2.00|94.00|204440.00|320176634|'Owens Corning'|owens corning|false
UNITED CONSTRUCTION CORP|UNITED CONSTRUCTION CORP|NH|1.00|2.00|41.00|83768.00|020257849|'United Contractors'|united|false
Central States Roofing & Insulating Company|Central States Roofing & Insulating Company|CO|1.00|2.00|75.00|139514.00|840384567|'Central States Roofing & Insulating Co.'|central states roofing & insulating|false
J.L. Adler Roofing & Sheet Metal, Inc.|J.L. Adler Roofing & Sheet Metal, Inc.|IL|1.00|2.00|57.00|91963.00|362302162|'J.L. Adler Roofing & Sheet Metal Inc.'|j.l. adler roofing & sheet metal|false
Rockwool|Rockwool|WV|1.00|2.00|107.00|94662.00||'ROCKWOOL'|rockwool|false
FAB Production Facility|GMT Corporation|IA|1.00|2.00|60.00|97777.00|421033414|'GMT Consulting Inc'|gmt|false
LPM Production Facility|GMT Corporation|IA|1.00|2.00|17.00|32946.00|421033414|'GMT Consulting Inc'|gmt|false
The Waterview Shores|Monarch|MN|1.00|2.00|49.00|63301.00|834662774|'Monarch Consulting Services'|monarch|false
Hayden Building Maintenance Corp.|Hayden Building Maintenance Corp.|NY|1.00|2.00|42.00|75040.00|133152634|'Hayden Building Maintenance Corp.'|hayden building maintenance|false
Charleston SC IW Plant|Owens Corning|SC|1.00|2.00|33.00|57376.00|930957943|'Owens Corning'|owens corning|false
Schefers Construction Services|SCHEFERS ROOFING|MO|1.00|1.00|1.00|1056.00|202556779|'Schefers Roofing Co.'|schefers roofing|false
SCHEFERS ROOFING|SCHEFERS ROOFING|MO|1.00|2.00|52.00|95889.00|431715763|'Schefers Roofing Co.'|schefers roofing|false
Schefers Roofing Company|Schefers Roofing Company|AR|1.00|2.00|25.00|31488.00|113833862|'Schefers Roofing Co.'|schefers roofing|false
Rackley Roofing Co Inc|Rackley Roofing Co Inc|TN|1.00|2.00|120.00|291481.00|620932570|'Rackley Roofing Co. Inc.'|rackley roofing|false
ICON LLC|ICON LLC|MN|1.00|2.00|40.00|60104.00|462086822|'Icon Corp.'|icon|false
Owens Corning|Owens Corning|IN|1.00|2.00|115.00|205336.00|320176634|'Owens Corning'|owens corning|false
Palmer International Inc|Palmer International Inc|PA|1.00|2.00|49.00|88839.00||'Palmer Construction'|palmer|false
Josall Syracuse, Inc.|Josall Syracuse Inc|NY|1.00|2.00|32.00|44041.00|160869984|'Josall Syracuse Inc.'|josall syracuse|false
Pioneer Roofing, LLC|Pioneer Roofing, LLC|WI|1.00|2.00|48.00|98854.00|134225857|'Pioneer Roofing Co.', 'Pioneer Roofing Company', 'Pioneer Roofing Systems Inc.'|pioneer roofing|true
BERWALD ROOFING COMPANY., INC.|Berwald Roofing Company|MN|1.00|2.00|205.00|342581.00|410885923|'Berwald Roofing Co.'|berwald roofing|false
Dixie Roofing, Inc. - Powell|Dixie Roofing, Inc.|TN||2.00|39.00|105360.00|621136030|'Dixie Roofing Inc.'|dixie roofing|false
Dixie Roofing, Inc. - LaFollette|Dixie Roofing, Inc.|TN||2.00|101.00|288258.00|621136030|'Dixie Roofing Inc.'|dixie roofing|false
RSI Roofing, Inc.|RSI Roofing, Inc.|NY|1.00|2.00|39.00|81819.00|161212717|'RSI Roofing Inc.'|rsi roofing|false
MONARCH CONSTRUCTION CO|MONARCH CONSTRUCTION CO|IL|1.00|2.00|40.00|73718.00|363603650|'Monarch Consulting Services'|monarch|false
Turner Morris, Inc.|TURNER MORRIS, INC.|CO|1.00|2.00|54.00|96945.00|841199856|'Turner Morris Inc.'|turner morris|false
Turner Morris, Inc. Silverthorne|Turner Morris, Inc.|CO|1.00|2.00|33.00|67875.00|841199856|'Turner Morris Inc.'|turner morris|false
All Seasons Roofing, LLC|All Seasons Roofing, LLC|MO|1.00|2.00|22.00|27406.00|204885966|'All Seasons Roofing LLC'|all seasons roofing|false
SI|Sampco, Inc.|MA|1.00|2.00|32.00|62806.00|043110392|'Sampco Inc.'|sampco|false
HIGHLAND COMMERCIAL ROOFING INC. Oakland|HIGHLAND COMMERCIAL ROOFING, INC.|CA|1.00|2.00|21.00|41336.00|262593390|'Highland Commercial Roofing'|highland commercial roofing|false
Royal Manufacturing - Buda Facility|Royal Manufacturing|TX|1.00|1.00|19.00|41178.00|471169363|'Royal industries LLC'|royal|false
Fidelity Roof Company Inc|Fidelity Roof Company Inc|CA|1.00|2.00|72.00|100841.00|941326440|'Fidelity Roof Co.'|fidelity roof|false
Atlas Molded Products, A Division of Atlas Roofing Corporation|Atlas Roofing Corporation|IA|1.00|2.00|50.00|119908.00|640661823|'Atlas Roofing Company', 'Atlas Roofing Corp.'|atlas roofing|true
Hartford South, LLC|Hartford South, LLC|FL|1.00|2.00|82.00|148465.00||'Hartford South LLC'|hartford south|false
OKC - Star Center Tube|Webco Industries Inc.|OK|1.00|2.00|230.00|424385.00|731097133|'WEBCO Services LLC'|webco|false
OKC - Southwest Tube|Webco Industries|OK|1.00|3.00|195.00|458018.00|731097133|'WEBCO Services LLC'|webco|false
Interstate Corporation|Interstate Corporation|PA|1.00|3.00|602.00|1079922.00|061831307|'Interstate Corp.'|interstate|false
Interstate Solutions|Interstate Solutions|PA|1.00|2.00|168.00|171900.00|383989238|'Interstate Corp.'|interstate|false
Central States Roofing|Central States Roofing|IA|1.00|2.00|45.00|82628.00||'Central States Roofing Co.'|central states roofing|false
Camp Hill Plant|Atlas Roofing Corporation|PA|1.00|2.00|54.00|132034.00|640661823|'Atlas Roofing Company', 'Atlas Roofing Corp.'|atlas roofing|true
US Ply, Inc - Corp|US Ply, Inc|TX|1.00|2.00|53.00|113472.00||'US Ply Inc.'|us ply|false
Highland - Raleigh|Highland Roofing Company|NC|1.00|1.00|6.00|11785.00||'Highland Roofing Co. Inc.', 'Highland Roofing Company'|highland roofing|true
Highland - Wilmington|Highland Roofing Company|NC|1.00|2.00|45.00|75380.00||'Highland Roofing Co. Inc.', 'Highland Roofing Company'|highland roofing|true
Nikel Precision Group LLC|Precision Manufacturing Solutions Inc.|ME|1.00|2.00|94.00|185743.00|474547703|'Precision Construction Services'|precision|false
Pacific Home Health and Hospice|Preferred Management|OR|1.00|1.00|15.00|21476.00|931213338|'Preferred Construction Services Inc.'|preferred|false
HRGM Corporation|HRGM Corporation|DC|1.00|2.00|66.00|121165.00|541144392|'HRGM Corp.'|hrgm|false
Precision Construction Company|Precision Construction Company|OR|1.00|2.00|20.00|35029.00|930984839|'Precision Construction Services'|precision|false
United Industries Corp. - Chapin Manufacturing|United Industries Corporation|MO|1.00|3.00|428.00|1126584.00||'United Contractors'|united|false
Tallahassee Roofing, Inc.|Tallahassee Roofing, Inc.|FL|1.00|2.00|40.00|46632.00||'Tallahassee Roofing Inc.'|tallahassee roofing|false
Owens Corning Roofing Plant|Owens Corning|TN|1.00|2.00|105.00|228442.00|320176634|'Owens Corning'|owens corning|false
Memphis Trumbull Asphalt Plant|Owens Corning|TN|1.00|2.00|18.00|36234.00|320176634|'Owens Corning'|owens corning|false
West Texas Home Health Inc DBA Bluebonnet Home Health & Hospice|Preferred Management Corp|TX|1.00|2.00|21.00|21188.00||'Preferred Construction Services Inc.'|preferred|false
Atlas Roofing|Atlas Roofing|MO|1.00|2.00|44.00|96839.00|640661823|'Atlas Roofing Company', 'Atlas Roofing Corp.'|atlas roofing|true
MT3 Corporation|Diamond Everley Roofing Contractors|KS|1.00|2.00|45.00|74131.00|481048575|'Diamond Everley Roofing Contractors'|diamond everley roofing|false
Academy|Academy Roofing Corporation|NH|1.00|2.00|30.00|49592.00|043758635|'Academy Roofing Inc.'|academy roofing|false
Unilock Wisconsin|Unilock LTD.|WI|1.00|1.00|16.00|26489.00|363480878|'Unilock'|unilock|false
Unilock Marengo|Unilock LTD.|IL|1.00|2.00|22.00|58870.00|363480878|'Unilock'|unilock|false
Corbin|Boyd Company|KY|1.00|2.00|102.00|209350.00|610401854|'Boyd Inc.'|boyd|false
Elizabethtown|Boyd Company|KY|1.00|2.00|26.00|52741.00|610401854|'Boyd Inc.'|boyd|false
Evansville|Boyd Company|IN|1.00|2.00|72.00|144515.00|610401854|'Boyd Inc.'|boyd|false
Beckley Hydraulic|Boyd Company|WV|1.00|2.00|20.00|31866.00|550352647|'Boyd Inc.'|boyd|false
York Roofing Inc.|York Roofing Inc.|PA|1.00|2.00|26.00|50179.00||'York Roofing Inc.'|york roofing|false
Kleinfelder|Kleinfelder|CA|1.00|3.00|2086.00|3696732.00|941532513|'Kleinfelder, Inc'|kleinfelder|false
Applied Roofing Systems Inc|Applied Roofing Systems Inc|MA|1.00|2.00|18.00|33148.00|042789449|'Applied Roofing Solutions Inc.', 'Applied Roofing Systems Inc.'|applied roofing|true
Lexington|Boyd Company|KY|1.00|2.00|121.00|246361.00|610401854|'Boyd Inc.'|boyd|false
Louisville Support Center|Boyd Company|KY|1.00|2.00|124.00|231425.00|610401854|'Boyd Inc.'|boyd|false
CertainTeed - Avery|CertainTeed LLC|OH|1.00|2.00|200.00|394526.00|232510893|'CertainTeed LLC'|certainteed|false
Louisville|Boyd Company|KY|1.00|2.00|175.00|334632.00|610401854|'Boyd Inc.'|boyd|false
Atlas Molded Products, A  Division of Atlas Roofing Corporation|Atlas Roofing Corporation|NV|1.00|2.00|79.00|159126.00|640661823|'Atlas Roofing Company', 'Atlas Roofing Corp.'|atlas roofing|true
ONEAL Manufacturing|O'Neal Manufacturing|NC|2.00|2.00|151.00|312646.00|371784671|'O'Neal Construction'|o'neal|false
COASTAL ROOFING INC.|COASTAL ROOFING INC.|FL|1.00|2.00|48.00|99840.00|800624061|'Coastal Roofing Co. Inc.'|coastal roofing|false
Nitro|Boyd Company|WV|1.00|2.00|40.00|74059.00|550352647|'Boyd Inc.'|boyd|false
Paducah|Boyd Company|KY|1.00|2.00|56.00|121371.00|610401854|'Boyd Inc.'|boyd|false
